organism,regional_centre,antibiotic,year,susceptible_n,tested_n,susceptible_pct,source_report_year,source_table,source_url,extracted_date,reported_pct,computed_pct,flags
Escherichia coli,RC7,ceftazidime,2024,18,88,20.5,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,20.5,20.45,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC7,ciprofloxacin,2023,11,115,9.6,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,9.6,9.57,
Escherichia coli,RC7,ciprofloxacin,2024,17,302,5.6,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,5.6,5.63,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC7,ertapenem,2023,79,100,79.0,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,79.0,79.0,
Escherichia coli,RC7,ertapenem,2024,196,291,67.4,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,67.4,67.35,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC7,imipenem,2023,85,109,78.0,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,78.0,77.98,
Escherichia coli,RC7,imipenem,2024,206,289,71.3,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,71.3,71.28,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC7,levofloxacin,2023,2,20,,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,10.0,pct_suppressed_in_source
Escherichia coli,RC7,levofloxacin,2024,6,69,8.7,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,8.7,8.7,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC7,meropenem,2023,93,115,80.9,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,80.9,80.87,
Escherichia coli,RC7,meropenem,2024,218,302,72.2,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,72.2,72.19,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC7,piperacillin-tazobactam,2023,62,111,55.9,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,55.9,55.86,
Escherichia coli,RC7,piperacillin-tazobactam,2024,160,296,54.1,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,54.1,54.05,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC8,amikacin,2023,232,264,87.9,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,87.9,87.88,
Escherichia coli,RC8,amikacin,2024,519,585,88.7,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,88.7,88.72,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC8,cefotaxime,2023,68,255,26.7,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,26.7,26.67,
Escherichia coli,RC8,cefotaxime,2024,185,585,31.6,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,31.6,31.62,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC8,ceftazidime,2023,87,263,33.1,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,33.1,33.08,
Escherichia coli,RC8,ceftazidime,2024,202,583,34.6,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,34.6,34.65,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC8,ciprofloxacin,2023,23,264,8.7,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,8.7,8.71,
Escherichia coli,RC8,ciprofloxacin,2024,44,587,7.5,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,7.5,7.5,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC8,ertapenem,2023,195,256,76.2,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,76.2,76.17,
Escherichia coli,RC8,ertapenem,2024,461,583,79.1,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,79.1,79.07,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC8,imipenem,2023,215,264,81.4,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,81.4,81.44,
Escherichia coli,RC8,imipenem,2024,490,582,84.2,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,84.2,84.19,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC8,levofloxacin,2023,26,262,9.9,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,9.9,9.92,
Escherichia coli,RC8,levofloxacin,2024,55,584,9.4,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,9.4,9.42,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC8,meropenem,2023,210,264,79.5,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,79.5,79.55,
Escherichia coli,RC8,meropenem,2024,492,585,84.1,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,84.1,84.1,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC8,piperacillin-tazobactam,2023,163,264,61.7,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,61.7,61.74,
Escherichia coli,RC8,piperacillin-tazobactam,2024,378,582,64.9,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,64.9,64.95,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC9,amikacin,2023,133,203,65.5,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,65.5,65.52,
Escherichia coli,RC9,amikacin,2024,316,383,82.5,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,82.5,82.51,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC9,cefotaxime,2023,49,203,24.1,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,24.1,24.14,
Escherichia coli,RC9,cefotaxime,2024,108,381,28.3,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,28.3,28.35,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC9,ceftazidime,2023,69,203,34.0,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,34.0,33.99,
Escherichia coli,RC9,ceftazidime,2024,132,380,34.7,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,34.7,34.74,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC9,ciprofloxacin,2023,39,203,19.2,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,19.2,19.21,
Escherichia coli,RC9,ciprofloxacin,2024,94,383,24.5,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,24.5,24.54,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC9,ertapenem,2023,133,203,65.5,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,65.5,65.52,
Escherichia coli,RC9,ertapenem,2024,245,372,65.9,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,65.9,65.86,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC9,imipenem,2023,126,203,62.1,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,62.1,62.07,
Escherichia coli,RC9,imipenem,2024,219,382,57.3,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,57.3,57.33,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC9,levofloxacin,2023,55,203,27.1,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,27.1,27.09,
Escherichia coli,RC9,levofloxacin,2024,110,371,29.6,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,29.6,29.65,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC9,meropenem,2023,156,203,76.8,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,76.8,76.85,
Escherichia coli,RC9,meropenem,2024,300,383,78.3,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,78.3,78.33,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC9,piperacillin-tazobactam,2023,116,203,57.1,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,57.1,57.14,
Escherichia coli,RC9,piperacillin-tazobactam,2024,234,383,61.1,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,61.1,61.1,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC10,amikacin,2023,353,403,87.6,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,87.6,87.59,
Escherichia coli,RC10,amikacin,2024,731,1051,69.6,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,69.6,69.55,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC10,cefotaxime,2023,111,403,27.5,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,27.5,27.54,
Escherichia coli,RC10,cefotaxime,2024,326,1050,31.0,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,31.0,31.05,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC10,ceftazidime,2023,0,0,,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source"
Escherichia coli,RC10,ceftazidime,2024,0,0,,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC10,ciprofloxacin,2023,66,403,16.4,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,16.4,16.38,
Escherichia coli,RC10,ciprofloxacin,2024,142,1051,13.5,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,13.5,13.51,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC10,ertapenem,2023,335,403,83.1,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,83.1,83.13,
Escherichia coli,RC10,ertapenem,2024,847,1050,80.7,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,80.7,80.67,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC10,imipenem,2023,261,322,81.1,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,81.1,81.06,
Escherichia coli,RC10,imipenem,2024,893,1050,85.0,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,85.0,85.05,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC10,levofloxacin,2023,0,0,,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source"
Escherichia coli,RC10,levofloxacin,2024,0,0,,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC10,meropenem,2023,336,403,83.4,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,83.4,83.37,
Escherichia coli,RC10,meropenem,2024,877,1050,83.5,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,83.5,83.52,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC10,piperacillin-tazobactam,2023,246,403,61.0,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,61.0,61.04,
Escherichia coli,RC10,piperacillin-tazobactam,2024,576,1040,55.4,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,55.4,55.38,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC11,amikacin,2023,57,111,51.4,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,51.4,51.35,
Escherichia coli,RC11,amikacin,2024,207,317,65.3,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,65.3,65.3,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC11,cefotaxime,2023,10,110,9.1,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,9.1,9.09,
Escherichia coli,RC11,cefotaxime,2024,37,317,11.7,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,11.7,11.67,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC11,ceftazidime,2023,14,110,12.7,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,12.7,12.73,
Escherichia coli,RC11,ceftazidime,2024,46,317,14.5,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,14.5,14.51,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC11,ciprofloxacin,2023,8,111,7.2,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,7.2,7.21,
Escherichia coli,RC11,ciprofloxacin,2024,40,317,12.6,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,12.6,12.62,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC11,ertapenem,2023,40,94,42.6,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,42.6,42.55,
Escherichia coli,RC11,ertapenem,2024,111,248,44.8,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,44.8,44.76,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC11,imipenem,2023,52,111,46.8,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,46.8,46.85,
Escherichia coli,RC11,imipenem,2024,156,318,49.1,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,49.1,49.06,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC11,levofloxacin,2023,11,110,10.0,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,10.0,10.0,
Escherichia coli,RC11,levofloxacin,2024,43,316,13.6,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,13.6,13.61,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC11,meropenem,2023,52,111,46.8,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,46.8,46.85,
Escherichia coli,RC11,meropenem,2024,165,318,51.9,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,51.9,51.89,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC11,piperacillin-tazobactam,2023,28,111,25.2,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,25.2,25.23,
Escherichia coli,RC11,piperacillin-tazobactam,2024,88,317,27.8,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,27.8,27.76,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC12,amikacin,2023,95,182,52.2,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,52.2,52.2,
Escherichia coli,RC12,amikacin,2024,114,181,63.0,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,63.0,62.98,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC12,cefotaxime,2023,2,151,1.3,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,1.3,1.32,
Escherichia coli,RC12,cefotaxime,2024,6,112,5.4,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,5.4,5.36,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC12,ceftazidime,2023,13,176,7.4,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,7.4,7.39,
Escherichia coli,RC12,ceftazidime,2024,34,172,19.8,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,19.8,19.77,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC12,ciprofloxacin,2023,2,182,1.1,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,1.1,1.1,
Escherichia coli,RC12,ciprofloxacin,2024,10,181,5.5,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,5.5,5.52,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC12,ertapenem,2023,80,178,44.9,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,44.9,44.94,
Escherichia coli,RC12,ertapenem,2024,103,179,57.5,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,57.5,57.54,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC12,imipenem,2023,87,180,48.3,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,48.3,48.33,
Escherichia coli,RC12,imipenem,2024,97,180,53.9,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,53.9,53.89,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC12,levofloxacin,2023,6,163,3.7,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,3.7,3.68,
Escherichia coli,RC12,levofloxacin,2024,20,176,11.4,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,11.4,11.36,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Escherichia coli,RC12,meropenem,2023,90,182,49.5,2023,Table 3.10,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,49.5,49.45,
Escherichia coli,RC12,meropenem,2024,107,181,59.1,2024,Table 2.10,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,59.1,59.12,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
